time, voltage,x
0.113610744,1.597069597,0.027
0.11361146,1.717216117,0.027
0.113612175,1.771428571,0.027
0.116969824,1.738461538,0.027
0.116972685,1.680586081,0.027
0.116974115,1.520879121,0.027
0.116975069,1.378754579,0.027
0.116976023,1.253479853,0.027
0.117047787,1.219047619,0.027
0.117048502,1.256410256,0.027
0.117048979,1.365567766,0.027
0.117049456,1.506959707,0.027
0.117050409,1.63003663,0.027
0.117050886,1.768498168,0.027
0.117051363,1.754578755,0.027
0.117052078,1.717948718,0.027
0.117052317,1.578021978,0.027
0.117053032,1.466666667,0.027
0.117053509,1.353846154,0.027
0.117053986,1.213919414,0.027
0.118491888,1.23003663,0.027
0.118493319,1.29010989,0.027
0.118493795,1.414652015,0.027
0.118494749,1.564102564,0.027
0.118495464,1.691575092,0.027
0.118496418,1.770695971,0.027
0.118497133,1.761904762,0.027
0.11849761,1.681318681,0.027
0.118498325,1.534065934,0.027
0.118498802,1.391941392,0.027
0.118499279,1.26007326,0.027
0.119637012,1.212454212,0.027
0.119638443,1.255677656,0.027
0.119639158,1.326007326,0.027
0.119639635,1.478388278,0.027
0.119640589,1.63003663,0.027
0.119641066,1.734798535,0.027
0.120781422,1.771428571,0.027
0.120783329,1.783150183,0.027
0.120784044,1.631501832,0.027
0.12078476,1.476923077,0.027
0.120785236,1.345054945,0.027
0.120785952,1.242490842,0.027
0.121935129,1.230769231,0.027
0.12193799,1.276923077,0.027
0.121939659,1.391941392,0.027
0.121941328,1.515750916,0.027
0.121942997,1.665934066,0.027
0.121944189,1.750915751,0.027
0.123293638,1.762637363,0.027
0.123298168,1.726007326,0.027
0.123300076,1.577289377,0.027
0.123301268,1.383150183,0.027
0.123302937,1.253479853,0.027
0.123304129,1.220512821,0.027
0.123407602,1.252014652,0.027
0.12340951,1.347985348,0.027
0.123409986,1.457142857,0.027
0.123411179,1.616849817,0.027
0.123411655,1.718681319,0.027
0.124602556,1.769230769,0.027
0.124603987,1.737728938,0.027
0.12460494,1.632234432,0.027
0.124605656,1.517948718,0.027
0.124606371,1.366300366,0.027
0.124607086,1.263736264,0.027
0.12581563,1.220512821,0.027
0.125817299,1.256410256,0.027
0.125817776,1.377289377,0.027
0.125818253,1.503296703,0.027
0.125818729,1.676190476,0.027
0.125819683,1.720879121,0.027
0.127065897,1.732600733,0.027
0.127067327,1.7003663,0.027
0.127067804,1.588278388,0.027
0.127068281,1.434432234,0.027
0.127068996,1.30989011,0.027
0.127069712,1.229304029,0.027
0.12827611,1.241758242,0.027
0.128278255,1.323809524,0.027
0.128278732,1.450549451,0.027
0.128279209,1.573626374,0.027
0.128279924,1.706227106,0.027
0.128280401,1.758241758,0.027
0.128281116,1.728937729,0.027
0.128281832,1.653479853,0.027
0.128282309,1.4996337,0.027
0.128282785,1.365567766,0.027
0.128283262,1.27032967,0.027
0.129474163,1.221978022,0.027
0.129475832,1.259340659,0.027
0.129476547,1.365567766,0.027
0.129476786,1.468131868,0.027
0.129477501,1.621978022,0.027
0.129477978,1.747985348,0.027
0.130678654,1.805860806,0.027
0.130680799,1.723076923,0.027
0.130681753,1.576556777,0.027
0.130682707,1.443956044,0.027
0.130684137,1.318681319,0.027
0.130685091,1.247619048,0.027
0.13188529,1.216117216,0.027
0.131887197,1.292307692,0.027
0.131888151,1.434432234,0.027
0.131888866,1.573626374,0.027
0.131889582,1.701831502,0.027
0.131890059,1.72967033,0.027
0.133036613,1.73992674,0.027
0.133038521,1.66959707,0.027
0.133039236,1.480586081,0.027
0.133039713,1.40952381,0.027
0.133040428,1.295970696,0.027
0.134214163,1.202197802,0.027
0.134215593,1.24981685,0.027
0.134216309,1.336996337,0.027
0.134216785,1.486446886,0.027
0.134217739,1.616849817,0.027
0.134218216,1.726007326,0.027
0.135386229,1.78021978,0.027
0.135387897,1.75018315,0.027
0.135388613,1.535531136,0.027
0.135389328,1.473992674,0.027
0.135389805,1.338461538,0.027
0.135390282,1.235164835,0.027
0.135391235,1.211721612,0.027
0.135392189,1.258608059,0.027
0.135392666,1.370695971,0.027
0.135393381,1.524542125,0.027
0.135394335,1.689377289,0.027
0.135394812,1.756776557,0.027
0.136580467,1.767765568,0.027
0.136581898,1.712087912,0.027
0.136582613,1.553113553,0.027
0.13658309,1.430769231,0.027
0.136583567,1.317948718,0.027
0.136584044,1.235897436,0.027
0.137767076,1.238827839,0.027
0.137768745,1.331868132,0.027
